date,Promoters ,FIIs ,DIIs ,Government ,Public ,Others ,No.ofShareholders
2017-03-01,0.6215999999999999,0.2187,0.055099999999999996,0.0007000000000000001,0.1039,0.0,290577.0
2018-03-01,0.6198,0.2227,0.057800000000000004,0.0003,0.09939999999999999,0.0,257871.0
2019-03-01,0.6169,0.2,0.0779,0.0004,0.1041,0.0007000000000000001,255205.0
2020-03-01,0.6004,0.1648,0.14150000000000001,0.0007000000000000001,0.09179999999999999,0.0007000000000000001,309688.0
2021-03-01,0.5996,0.1728,0.1374,0.0008,0.08869999999999999,0.0007000000000000001,304256.0
2022-03-01,0.5996,0.14029999999999998,0.16390000000000002,0.0005,0.09480000000000001,0.0009,395972.0
2023-03-01,0.5996,0.1477,0.1693,0.0005,0.0814,0.0015,366437.0
2024-03-01,0.5996,0.17739999999999997,0.1414,0.0005,0.07919999999999999,0.0017000000000000001,357627.0
2025-03-01,0.5922999999999999,0.1517,0.1679,0.0005,0.0857,0.0018,394462.0
2025-12-01,0.5928,0.1444,0.1745,0.0005,0.086,0.0018,412518.0
